preference,radius,percent_hetero,segregation,num_steps,city_size
0.25,1,0.4,0.5994666666666666,10000,50
0.25,1,0.4,0.6025,10000,50
0.25,1,0.4,0.6091,10000,50
0.25,1,0.4,0.6119333333333334,10000,50
0.25,1,0.4,0.6129333333333334,10000,50
0.25,1,0.5,0.5856,10000,50
0.25,1,0.5,0.5909,10000,50
0.25,1,0.5,0.5943333333333333,10000,50
0.25,1,0.5,0.5968,10000,50
0.25,1,0.5,0.5985,10000,50
0.25,1,0.6000000000000001,0.5742,10000,50
0.25,1,0.6000000000000001,0.5761,10000,50
0.25,1,0.6000000000000001,0.5831,10000,50
0.25,1,0.6000000000000001,0.5911,10000,50
0.25,1,0.6000000000000001,0.5913666666666666,10000,50
0.25,1,0.7000000000000001,0.5691333333333333,10000,50
0.25,1,0.7000000000000001,0.5718666666666666,10000,50
0.25,1,0.7000000000000001,0.5736333333333334,10000,50
0.25,1,0.7000000000000001,0.5742333333333333,10000,50
0.25,1,0.7000000000000001,0.5803666666666666,10000,50
0.25,1,0.8,0.5569666666666666,10000,50
0.25,1,0.8,0.5610333333333334,10000,50
0.25,1,0.8,0.5633,10000,50
0.25,1,0.8,0.5676666666666667,10000,50
0.25,1,0.8,0.5677666666666666,10000,50
0.25,1,0.9,0.5556333333333334,10000,50
0.25,1,0.9,0.5600333333333334,10000,50
0.25,1,0.9,0.5601,10000,50
0.25,1,0.9,0.5609333333333333,10000,50
0.25,1,0.9,0.5633333333333334,10000,50
0.25,2,0.0,0.596323088023088,154,50
0.25,2,0.0,0.5995451515151515,163,50
0.25,2,0.0,0.6014293795093795,195,50
0.25,2,0.0,0.6015569985569986,189,50
0.25,2,0.0,0.6079259307359307,173,50
0.25,2,0.1,0.5838058585858585,10000,50
0.25,2,0.1,0.5886705772005771,10000,50
0.25,2,0.1,0.5918086724386724,10000,50
0.25,2,0.1,0.5926711832611833,10000,50
0.25,2,0.1,0.596319696969697,10000,50
0.25,2,0.2,0.5687085858585859,10000,50
0.25,2,0.2,0.5705254112554113,10000,50
0.25,2,0.2,0.5799270562770563,10000,50
0.25,2,0.2,0.5821448773448774,10000,50
0.25,2,0.2,0.585260735930736,10000,50
0.25,2,0.30000000000000004,0.5616504761904761,10000,50
0.25,2,0.30000000000000004,0.5661802308802308,10000,50
0.25,2,0.30000000000000004,0.5719893217893217,10000,50
0.25,2,0.30000000000000004,0.5744594372294372,10000,50
0.25,2,0.30000000000000004,0.5783702597402597,10000,50
0.25,2,0.4,0.5585569408369407,10000,50
0.25,2,0.4,0.5657110678210678,10000,50
0.25,2,0.4,0.5684917316017316,10000,50
0.25,2,0.4,0.5702495815295815,10000,50
0.25,2,0.4,0.5741895382395382,10000,50
0.25,2,0.5,0.5560266666666667,10000,50
0.25,2,0.5,0.5582678354978355,10000,50
0.25,2,0.5,0.561441948051948,10000,50
0.25,2,0.5,0.5682596536796536,10000,50
0.25,2,0.5,0.5695714718614718,10000,50
0.25,2,0.6000000000000001,0.5518356277056278,10000,50
0.25,2,0.6000000000000001,0.559758658008658,10000,50
0.25,2,0.6000000000000001,0.5674929437229437,10000,50
0.25,2,0.6000000000000001,0.5676511832611831,10000,50
0.25,2,0.6000000000000001,0.5685330735930736,10000,50
0.25,2,0.7000000000000001,0.548927821067821,10000,50
0.25,2,0.7000000000000001,0.5525836363636364,10000,50
0.25,2,0.7000000000000001,0.5550178643578644,10000,50
0.25,2,0.7000000000000001,0.5589737373737375,10000,50
0.25,2,0.7000000000000001,0.5687699711399711,10000,50
0.25,2,0.8,0.54366329004329,10000,50
0.25,2,0.8,0.5561676623376623,10000,50
0.25,2,0.8,0.5570246176046175,10000,50
0.25,2,0.8,0.5579084415584415,10000,50
0.25,2,0.8,0.5622932611832612,10000,50
0.25,2,0.9,0.5431266810966812,10000,50
0.25,2,0.9,0.5497122510822511,10000,50
0.25,2,0.9,0.5512970851370851,10000,50
0.25,2,0.9,0.552670808080808,10000,50
0.25,2,0.9,0.5571359740259739,10000,50
0.25,3,0.0,0.5466510521275287,19,50
0.25,3,0.0,0.5560244437694639,26,50
0.25,3,0.0,0.5574518033225356,31,50
0.25,3,0.0,0.5608786174447589,43,50
0.25,3,0.0,0.5676936065110463,46,50
0.25,3,0.1,0.5526936841794481,10000,50
0.25,3,0.1,0.5561061406674868,10000,50
0.25,3,0.1,0.5565914123291644,10000,50
0.25,3,0.1,0.5651431625147112,10000,50
0.25,3,0.1,0.5759239004771869,10000,50
0.25,3,0.2,0.5529947441610303,10000,50
0.25,3,0.2,0.5554542159922009,10000,50
0.25,3,0.2,0.5600950387836988,10000,50
0.25,3,0.2,0.5607703139144847,10000,50
0.25,3,0.2,0.5624714774429292,10000,50
0.25,3,0.30000000000000004,0.5499357751990609,10000,50
0.25,3,0.30000000000000004,0.5501696619037324,10000,50
0.25,3,0.30000000000000004,0.5507756279697927,10000,50
0.25,3,0.30000000000000004,0.5527462758442258,10000,50
0.25,3,0.30000000000000004,0.5604646734041,10000,50
0.25,3,0.4,0.5486150129120367,10000,50
0.25,3,0.4,0.5490900569285337,10000,50
0.25,3,0.4,0.550236217949353,10000,50
0.25,3,0.4,0.5509397387310795,10000,50
0.25,3,0.4,0.5534021615662422,10000,50
0.25,3,0.5,0.5407690994517216,10000,50
0.25,3,0.5,0.5459375777698917,10000,50
0.25,3,0.5,0.5470412767377251,10000,50
0.25,3,0.5,0.5478080251819194,10000,50
0.25,3,0.5,0.5595131112944877,10000,50
0.25,3,0.6000000000000001,0.5503845480903685,10000,50
0.25,3,0.6000000000000001,0.5505985995971094,10000,50
0.25,3,0.6000000000000001,0.5513902428774019,10000,50
0.25,3,0.6000000000000001,0.5519827762131827,10000,50
0.25,3,0.6000000000000001,0.5639210061851522,10000,50
0.25,3,0.7000000000000001,0.5484117138045843,10000,50
0.25,3,0.7000000000000001,0.5493142382617009,10000,50
0.25,3,0.7000000000000001,0.5494987051912507,10000,50
0.25,3,0.7000000000000001,0.5523830516120185,10000,50
0.25,3,0.7000000000000001,0.5544454473799783,10000,50
0.25,3,0.8,0.5492269039053108,10000,50
0.25,3,0.8,0.5498823494001996,10000,50
0.25,3,0.8,0.5501977685057796,10000,50
0.25,3,0.8,0.5524423597677057,10000,50
0.25,3,0.8,0.5561497365458908,10000,50
0.25,3,0.9,0.5429856500343706,10000,50
0.25,3,0.9,0.5479989256641564,10000,50
0.25,3,0.9,0.5510649412834963,10000,50
0.25,3,0.9,0.5533544314343171,10000,50
0.25,3,0.9,0.557413275231596,10000,50
0.25,4,0.0,0.5500981121037088,3,50
0.25,4,0.0,0.5514775798327702,1,50
0.25,4,0.0,0.5518794362022198,4,50
0.25,4,0.0,0.5520861711552834,5,50
0.25,4,0.0,0.5534398558029235,1,50
0.25,4,0.1,0.5468740310271801,10000,50
0.25,4,0.1,0.5485755137808741,10000,50
0.25,4,0.1,0.5527935038484442,10000,50
0.25,4,0.1,0.5534074119328645,10000,50
0.25,4,0.1,0.554875751555089,10000,50
0.25,4,0.2,0.5448253234792213,10000,50
0.25,4,0.2,0.5448310674410041,10000,50
0.25,4,0.2,0.5458809782409227,10000,50
0.25,4,0.2,0.5545141878122098,10000,50
0.25,4,0.2,0.5546728396960182,10000,50
0.25,4,0.30000000000000004,0.545128660131078,10000,50
0.25,4,0.30000000000000004,0.546671844694884,10000,50
0.25,4,0.30000000000000004,0.5479384816667829,10000,50
0.25,4,0.30000000000000004,0.553608478624403,10000,50
0.25,4,0.30000000000000004,0.5636959091405804,10000,50
0.25,4,0.4,0.5434871766722333,10000,50
0.25,4,0.4,0.5478594097851214,10000,50
0.25,4,0.4,0.548897409789169,10000,50
0.25,4,0.4,0.5512252012885822,10000,50
0.25,4,0.4,0.5527247117997204,10000,50
0.25,4,0.5,0.5461298519033456,10000,50
0.25,4,0.5,0.5482493017197949,10000,50
0.25,4,0.5,0.5512516747387783,10000,50
0.25,4,0.5,0.5538198624182645,10000,50
0.25,4,0.5,0.5572587010000445,10000,50
0.25,4,0.6000000000000001,0.5397057224496264,10000,50
0.25,4,0.6000000000000001,0.5467681808211567,10000,50
0.25,4,0.6000000000000001,0.5504436625591101,10000,50
0.25,4,0.6000000000000001,0.5509906337300067,10000,50
0.25,4,0.6000000000000001,0.5532937839339382,10000,50
0.25,4,0.7000000000000001,0.545724222051166,10000,50
0.25,4,0.7000000000000001,0.5481892210673679,10000,50
0.25,4,0.7000000000000001,0.5498444619849564,10000,50
0.25,4,0.7000000000000001,0.5503463524120598,10000,50
0.25,4,0.7000000000000001,0.5535231923295938,10000,50
0.25,4,0.8,0.5474334926874781,10000,50
0.25,4,0.8,0.5485404718153825,10000,50
0.25,4,0.8,0.5523334492599689,10000,50
0.25,4,0.8,0.554298940145427,10000,50
